id,status,date,placename,lat,lng,age,gender,nationality,from,patientstatus,note,source,parentcase
57,patient_has_been_here,2020-12-20,ร้านอาหารแห่งหนึ่ง,14.5786407,100.9662444,0,0,0,0,unknown,ขอให้ผู้ที่ไปใช้บริการร้านอาหาร ตั้งแต่วันที่ 15-20 ธ.ค. 2563 เป็นต้นมา ณ ร้านแจ่วฮ้อนตาแป๊ะบุฟเฟ่ 149 ซึ่งมี 3 สาขา สาขาที่ 1 อำเภอหนองแค สาขา 2 อำเภอแก่งคอย และสาขา 3 อำเภอเมืองสระบุรี และตลาดหนองเสือ จ.ปทุมธานี ได้สังเกตอาการตนเองเป็นเวลา 14 วัน ให้สวมหน้ากากอนามัย หรือหน้ากากผ้าตลอดเวลา หลีกเลี่ยงคลุกคลีใกล้ชิดกับผู้อื่น,https://www.thairath.co.th/news/local/central/1998711,0
58,patient_has_been_here,2020-12-20,ร้านอาหารแห่งหนึ่ง,14.5116599,100.9094134,0,0,0,0,unknown,ขอให้ผู้ที่ไปใช้บริการร้านอาหาร ตั้งแต่วันที่ 15-20 ธ.ค. 2563 เป็นต้นมา ณ ร้านแจ่วฮ้อนตาแป๊ะบุฟเฟ่ 149 ซึ่งมี 3 สาขา สาขาที่ 1 อำเภอหนองแค สาขา 2 อำเภอแก่งคอย และสาขา 3 อำเภอเมืองสระบุรี และตลาดหนองเสือ จ.ปทุมธานี ได้สังเกตอาการตนเองเป็นเวลา 14 วัน ให้สวมหน้ากากอนามัย หรือหน้ากากผ้าตลอดเวลา หลีกเลี่ยงคลุกคลีใกล้ชิดกับผู้อื่น,https://www.thairath.co.th/news/local/central/1998711,0
59,suspected,2020-12-20,ตลาดหนองเสือ,14.1378761,100.8255049,0,0,0,0,unknown,เจ้าของร้านอาหารที่ติดโควิดได้ไปขายเนื้อสดที่ตลาด,https://www.thairath.co.th/news/local/central/1998795?cx_testId=0&cx_testVariant=cx_0&cx_artPos=0&cx_rec_section=news&cx_rec_topic=local#cxrecs_s,0
60,unspecified_location,2020-12-20,แพกุ้ง ในหมู่บ้านไผ่คอย ตำบลสระสี่มุม อำเภอกำแพงแสน,14.06566869,99.9821468,0,0,0,0,unknown,เคสผู้ป่วยโควิด-19 ชาย อยู่ต.บางหลวง อ.บางเลน จ.นครปฐม,https://mgronline.com/local/detail/9630000130818,0
61,sanitized,2020-12-20,Two Do Someting จ.นนทบุรี,13.8220612,100.421874,0,0,0,0,unknown,เคสผู้ติดเชื้อโควิด-19 หญิงชาว อ.บางกรวย  20 ธ.ค. เวลา 10.00 น. ไปคาเฟ่ Two Do Someting,https://www.facebook.com/twodosomething/posts/140825121150938,0
62,unspecified_location,2020-12-20,ตลาดการ์เด้นตรงข้ามซอยแก้วอินทร์,13.8683169,100.4107308,0,0,0,0,unknown,ผู้ป่วยโควิด-19 ชาย ชาวจ.นนทบุรี ได้ออกมาเลือกตั้งหน้าหมู่บ้านและซื้อต้นไม้ ผู้ขายเป็นชาวพม่า,https://www.khaosod.co.th/covid-19/news_5583885,0
63,unspecified_location,2020-12-21,ร้านก๋วยเตี๋ยว ในตลาดบางใหญ่,13.8781452,100.4091302,0,0,0,0,unknown,ผู้ป่วยโควิด-19 ชาย ชาวจ.นนทบุรี ตรวจพบเชื้อวันที่ 21/12/20,https://www.khaosod.co.th/covid-19/news_5583885,0
64,patient_has_been_here,2020-12-22,Lamptitude สาขาเอกมัย,13.73541413,100.5877998,0,0,0,0,unknown,พนักงาน Lamptitude ติดเชื้อหลังจากกลับจากกระบี่ และเข้ามาที่นี่ตั้งแต่วันที่ 14-22 ธ.ค.,https://www.pptvhd36.com/news/%E0%B8%AA%E0%B8%B1%E0%B8%87%E0%B8%84%E0%B8%A1/138884,0
65,patient_has_been_here,2020-12-22,กรมชลประทาน,13.78766192,100.5105938,0,0,0,0,unknown,เจ้าหน้าที่กรมชลประทานพบผู้ติดเชื้อโควิด-19 เบื้องต้น 1 ราย เป็นวิศวกร สังกัด​กองพัฒนาแหล่ง​น้ำ​ขนาดกลาง โดยได้เดินทางไปรับประทานอาหารในพื้นที่เสี่ยง จังหวัดสมุทรสาคร เมื่อวันที่ 13 ธันวาคมที่ผ่านมา,https://www.prachachat.net/economy/news-579476,0
66,suspected,2020-12-22,ตลาดเจดีย์,13.5951449,100.5802135,0,0,0,0,unknown,มีรายงานข่าวว่าพ่อค้าที่ติดโควิด-19 รับอาหารทะเลจากตลาดในจ.สมุทรสาครมาขายที่นี่,https://www.khaosod.co.th/covid-19/news_5583210,0
67,sanitized,2020-12-23,Siam Center,13.7462524,100.5328635,0,0,0,0,unknown,สยามเซ็นเตอร์' ประกาศยืนยันมี พนง.ร้านอาหารติดเชื้อโควิด-19 ขอปิดบริการพื้นที่เสี่ยง 3 วัน,https://ch3thailandnews.bectero.com/news/224324,0
68,confirmed,2020-12-23,อาคารกรุงเทพประกันภัย ชั้น 22,13.7243591,100.5386589,0,0,0,0,unknown,บมจ.กรุงเทพประกันภัย (BKI) แจ้งว่า พบพนักงานของ บมจ.ไอโออิ กรุงเทพประกันภัย จำกัด ซึ่งเป็นบริษัทผู้เช่าในอาคารกรุงเทพประกันภัย 1 รายติดเชื้อโควิด-19 ซึ่งผู้ติดเชื้อได้ทราบผลและการยืนยันจากแพทย์ว่าติดเชื้อโควิด-19 เมื่อวันที่ 22 ธ.ค.,https://www.infoquest.co.th/2020/54934,0
69,confirmed,2020-12-23,ตลาดทะเลไทย,13.54974685,100.2561435,0,0,0,0,unknown,พบแม่ค้าอยุธยาเดินทางมาซื้ออาหารทะเลที่นี่และตรวจพบเชื้อโควิด-19ภายหลัง,https://www.thairath.co.th/news/local/central/1999848,0
70,confirmed,2020-12-23,ตลาดหน้าสถานีรถไฟภาชี,14.45160513,100.7230585,0,0,0,0,unknown,แม่ค้าอาหารทะเล ติดเชื้อจากการเดินทางไปตลาดทะเลไทย จ.สมุทรสาคร,https://www.thairath.co.th/news/local/central/1999848,0
